adm3_en,adm3_pcode,adm2_en,adm2_pcode,adm1_en,adm1_pcode,control,zone_desc,swath,uo_a_code,sp1_hromadas,sp2_hromadas,sp3_hromadas,sp4_hromadas
Khlibodarivska,UA1404015,Volnovaskyi,UA1404,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Kalchytska,UA1414001,Mariupolskyi,UA1414,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Manhushska,UA1414003,Mariupolskyi,UA1414,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Mariupolska,UA1414005,Mariupolskyi,UA1414,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Mykilska,UA1414007,Mariupolskyi,UA1414,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Sartanska,UA1414009,Mariupolskyi,UA1414,Donetska,UA14,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Andrivska,UA2302001,Berdianskyi,UA2302,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Andriivska,UA2302003,Berdianskyi,UA2302,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Berdianska,UA2302005,Berdianskyi,UA2302,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Berestivska,UA2302007,Berdianskyi,UA2302,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Kolarivska,UA2302009,Berdianskyi,UA2302,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Osypenkivska,UA2302011,Berdianskyi,UA2302,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Prymorska,UA2302013,Berdianskyi,UA2302,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Kyrylivska,UA2308003,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Kostiantynivska,UA2308005,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Melitopolska,UA2308007,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Myrnenska,UA2308009,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Novenska,UA2308011,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Novovasylivska,UA2308015,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Oleksandrivska,UA2308019,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Pryazovska,UA2308023,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Semenivska,UA2308025,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Yakymivska,UA2308031,Melitopolskyi,UA2308,Zaporizka,UA23,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Bilokurakynska,UA4410001,Svativskyi,UA4410,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Lozno-Oleksandrivska,UA4410007,Svativskyi,UA4410,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Bilovodska,UA4414001,Starobilskyi,UA4414,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Bilolutska,UA4414003,Starobilskyi,UA4414,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Markivska,UA4414005,Starobilskyi,UA4414,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Milovska,UA4414007,Starobilskyi,UA4414,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Aidarska,UA4414009,Starobilskyi,UA4414,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Starobilska,UA4414011,Starobilskyi,UA4414,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Chmyrivska,UA4414013,Starobilskyi,UA4414,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Nyzhnoteplivska,UA4416001,Shchastynskyi,UA4416,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Novoaidarska,UA4416003,Shchastynskyi,UA4416,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Stanychno-Luhanska,UA4416005,Shchastynskyi,UA4416,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Shyrokivska,UA4416007,Shchastynskyi,UA4416,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Shchastynska,UA4416009,Shchastynskyi,UA4416,Luhanska,UA44,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Henicheska,UA6504001,Henicheskyi,UA6504,Khersonska,UA65,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Ivanivska,UA6504003,Henicheskyi,UA6504,Khersonska,UA65,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Novotroitska,UA6504007,Henicheskyi,UA6504,Khersonska,UA65,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Prysyvaska,UA6506019,Kakhovskyi,UA6506,Khersonska,UA65,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Kalanchatska,UA6508007,Skadovskyi,UA6508,Khersonska,UA65,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Myrnenska,UA6508011,Skadovskyi,UA6508,Khersonska,UA65,OT,51+ km (occupied after 2022),50+,UAOT_O51N,NA,NA,1,1
Snizhnianska,UA1406011,Horlivskyi,UA1406,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Khrestivska,UA1406013,Horlivskyi,UA1406,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Chystiakivska,UA1406015,Horlivskyi,UA1406,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Shakhtarska,UA1406017,Horlivskyi,UA1406,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Amvrosiivska,UA1408001,Donetskyi,UA1408,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Ilovaiska,UA1408005,Donetskyi,UA1408,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Boikivska,UA1410001,Kalmiuskyi,UA1410,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Dokuchaievska,UA1410003,Kalmiuskyi,UA1410,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Kalmiuska,UA1410005,Kalmiuskyi,UA1410,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Novoazovska,UA1410007,Kalmiuskyi,UA1410,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Starobeshivska,UA1410009,Kalmiuskyi,UA1410,Donetska,UA14,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Alchevska,UA4402001,Alchevskyi,UA4402,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Zymohirivska,UA4402003,Alchevskyi,UA4402,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Dovzhanska,UA4404001,Dovzhanskyi,UA4404,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Sorokynska,UA4404003,Dovzhanskyi,UA4404,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Luhanska,UA4406001,Luhanskyi,UA4406,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Lutuhynska,UA4406003,Luhanskyi,UA4406,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Otamanivska,UA4406005,Luhanskyi,UA4406,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Antratsytivska,UA4408001,Rovenkivskyi,UA4408,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Rovenkivska,UA4408003,Rovenkivskyi,UA4408,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Khrustalnenska,UA4408005,Rovenkivskyi,UA4408,Luhanska,UA44,OT,51+ km (occupied before 2022),50+,UAOT_O51O,NA,NA,1,1
Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
